Temperature,Capacity based on 20C as nominal,Capacity based on 25C as nominal
25.38461538, 102.0183486238532,100
20.073260073260087, 100.18348623853211,98.20143885
10.000000000000014, 95.41284403669724,93.52517986
-0.073260073, 88.44036697247705,86.69064748
-9.963369963,80,78.41726619
-20.21978022, 68.99082568807339,67.62589928
-29.92673993, 55.41284403669724,54.31654676
